

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.



queryDateTime:2015-08-18T07:55:14PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA(deg)|DEC(deg)|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Distance (arcmin)|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
34775|SDSS J233019.25+154450.4|352.58024 |  15.74736 |G|  5855| 0.019530 |    |17.2g|  0.000|4|0|43|2|2|8|0
34776|CGCG 497-031|352.58804 |  32.88439 |G|  5126| 0.017098 |    |15.37|  0.000|17|0|17|3|4|5|0
34777|2MASX J23302115+0324017|352.58811 |   3.40046 |G|  5615| 0.018730 |    |16.42|  0.000|2|0|12|1|1|2|0
34778|AGC 333399|352.59792 |  29.80528 |RadioS|  5462| 0.018219 |    |     |  0.000|1|0|0|0|1|0|0
34779|UGC 12635|352.60696 |   0.15669 |G|  5210| 0.017379 |    |15.4g|  0.000|30|2|48|3|2|10|0
34780|UGC 12639|352.61250 |  30.22189 |G|  4536| 0.015130 |    |14.47|  0.000|24|0|31|5|6|7|0
34781|NGC 7684|352.63348 |   0.08107 |G|  5131| 0.017114 |    |13.7g|  0.000|29|1|63|4|6|14|0
34782|SDSS J233033.32+000838.0|352.63888 |   0.14392 |G|  5171| 0.017247 |    |17.9g|  0.000|5|0|47|3|1|8|0
34783|NGC 7685|352.63958 |   3.90158 |G|  5642| 0.018820 |    |13.84|  0.000|46|2|36|5|6|10|0
34784|SDSS J233034.23+000808.0|352.64271 |   0.13564 |G|  5124| 0.017092 |    |18.0g|  0.000|6|0|32|2|2|4|0
34785|IC 1492|352.65044 |  -3.03992 |G|  5289| 0.017642 |    |14.44|  0.000|16|0|18|2|4|6|0
34786|DEEP2 32014499|352.65424 |   0.12302 |G|  5060| 0.016877 |:   |23.8R|  0.000|3|0|0|0|0|0|0
34787|KUG 2328+032|352.65573 |   3.56794 |G|  4674| 0.015591 |    |16.02|  0.000|3|0|13|1|1|2|0
34788|KUG 2328+153|352.65739 |  15.60518 |G|  4051| 0.013512 |    |15.6g|  0.000|18|0|41|3|4|8|0
34789|GALEXASC J233038.99-552818.8  |352.66238 | -55.47190 |VisS|  5996| 0.020000 |PHOT|20.4g|  0.000|1|0|10|0|1|0|0
34790|DEEP2 32030979|352.66241 |   0.29853 |G|  3183| 0.010616 | ?  |23.5R|  0.000|5|0|0|0|0|0|0
34791|DEEP2 32000500|352.66833 |  -0.02969 |G|  4654| 0.015524 |:   |23.9R|  0.000|3|0|0|0|0|0|0
34792|AGC 333400|352.67500 |  29.84333 |RadioS|  5341| 0.017816 |    |     |  0.000|1|0|0|0|1|0|0
34793|DEEP2 32024567|352.67618 |   0.23190 |G|  5331| 0.017783 | ?  |23.3R|  0.000|5|0|0|0|0|0|0
34794|KUG 2328+036|352.67954 |   3.96757 |G|  5573| 0.018589 |    |15.2 |  0.000|9|1|14|5|3|2|1
34795|SDSS J233047.10+000511.3|352.69629 |   0.08650 |G|  5373| 0.017924 |    |17.2g|  0.000|6|0|30|2|1|4|0
34796|V Zw 408|352.71463 |  44.30993 |G|  5085| 0.016962 |    |17.0 |  0.000|4|1|12|1|1|2|0
34797|IC 1496|352.72297 |  -2.93430 |G|  5162| 0.017219 |    |14.52|  0.000|23|2|18|2|5|6|0
34798|NGC 7687|352.72687 |   3.54660 |G|  4644| 0.015491 |    |14.43|  0.000|12|0|15|3|3|6|0
34799|AGC 333401|352.73375 |  30.30139 |RadioS|  4494| 0.014990 |    |     |  0.000|1|0|0|0|1|0|0
34800|UGC 12640|352.73667 |  15.49050 |G|  4009| 0.013373 |    |15.68|  0.000|24|0|21|5|4|5|1
34801|SDSS J233057.67+152922.2|352.74032 |  15.48952 |G|  3935| 0.013127 |    |17.0g|  0.000|5|0|36|2|2|8|1
34802|PPS2 032|352.74251 |  32.46260 |GGroup|  4990| 0.016645 |    |     |  0.000|1|0|0|0|0|0|0
34803|2MASX J23310208+5527223|352.75858 |  55.45614 |G|  5111| 0.017048 |    |11.1K|  0.000|4|0|13|1|1|2|1
34804|ESO 291- G 026|352.76361 | -44.75584 |G|  3219| 0.010737 |    |16.37|  0.000|5|0|11|3|1|12|0
34805|AGC 333546|352.76917 |  29.75528 |RadioS|  5088| 0.016972 |    |     |  0.000|1|0|0|0|1|0|0
34806|DEEP2 32024464|352.78375 |   0.26884 |G|  5487| 0.018301 | ?  |23.6R|  0.000|4|0|0|0|0|0|0
34807|AGC 333290|352.79208 |  24.87444 |G|  4008| 0.013369 |    |     |  0.000|2|0|1|0|2|0|0
34808|ESO 148- G 018|352.79250 | -60.93136 |G|  3242| 0.010814 |    |13.96|  0.000|14|2|27|6|5|16|0
34809|SDSS J233110.93+150158.2|352.79556 |  15.03283 |G|  5787| 0.019303 |    |18.5g|  0.000|3|0|43|2|3|8|0
34810|GALEXASC J233115.26+020014.1  |352.81310 |   2.00368 |G|  3642| 0.012148 |    |16.5 |  0.000|9|1|9|1|0|2|0
34811|AGC 333547|352.82375 |  28.28278 |RadioS|  5578| 0.018606 |    |     |  0.000|1|0|0|0|1|0|0
34812|AGC 333402|352.84083 |  31.46278 |RadioS|  5066| 0.016898 |    |     |  0.000|1|0|0|0|1|0|0
34813|2MASX J23312323-0001498|352.84694 |  -0.03075 |G|  5063| 0.016887 |    |16.7g|  0.000|8|0|56|3|2|10|0
34814|UGC 12644|352.86571 |  29.18883 |G|  5490| 0.018313 |    |15.26|  0.000|25|0|21|2|4|7|0
34815|UGC 12645|352.87025 |  32.48172 |G|  5162| 0.017219 |    |15.03|  0.000|26|0|25|4|4|7|0
34816|GALEXASC J233131.54-025007.1  |352.88108 |  -2.83553 |G|  5276| 0.017599 |    |16.14|  0.000|2|0|5|1|1|0|0
34817|2MASX J23313525+4454448|352.89696 |  44.91244 |G|  4775| 0.015928 |    |11.1K|  0.000|2|0|9|0|1|2|0
34818|AGC 333291|352.91189 |  24.03660 |G|  3996| 0.013329 |    |     |  0.000|5|0|1|0|2|0|0
34819|ESO 408- G 006|352.92621 | -32.58586 |G|  4647| 0.015500 |    |16.24|  0.000|6|1|15|4|1|12|0
34820|AGC 333548|352.93458 |  29.52306 |RadioS|  5476| 0.018266 |    |     |  0.000|1|0|0|0|1|0|0
34821|2MASX J23314557-2437240|352.93996 | -24.62347 |G|  3781| 0.012612 |    |16.12|  0.000|5|0|10|2|1|2|0
34822|2MASX J23314736-6237148|352.94721 | -62.62069 |G|  5374| 0.017926 |    |15.5 |  0.000|1|0|9|1|1|2|0
34823|CGCG 476-060|352.95137 |  24.73506 |G|  5702| 0.019020 |    |15.7 |  0.000|21|1|13|1|1|2|0
34824|2MASX J23314901+0220215|352.95425 |   2.33942 |G|  5191| 0.017315 |    |15.8 |  0.000|9|0|10|1|1|2|0
34825|DEEP2 33022508|352.96957 |   0.09164 |G|  5222| 0.017419 | ?  |23.6R|  0.000|3|0|0|0|0|0|0
34826|UGC 12649|352.96973 |  44.82127 |G|  4721| 0.015748 |    |15.7 |  0.000|8|0|10|3|1|5|0
34827|MCG -01-60-001|352.97025 |  -5.63914 |G|  5159| 0.017208 |    |16.03|  0.000|7|0|13|2|2|4|0
34828|IC 1498|352.97354 |  -5.00697 |G|  5190| 0.017312 |    |14.03|  0.000|18|0|22|1|4|6|0
34829|MRK 0930|352.99286 |  28.94720 |GPair|  5485| 0.018296 |    |15.0 |  0.000|86|4|92|3|7|0|1
34830|MRK 0930S|352.99412 |  28.94733 |G|  5478| 0.018273 |    |     |  0.000|2|0|17|0|2|2|1
34831|GALEXASC J233159.22-554039.0  |352.99661 | -55.67756 |VisS|  5996| 0.020000 |PHOT|18.9g|  0.000|1|0|10|0|1|0|0
34832|UM 165|352.99902 |  -0.80514 |G|  5096| 0.017000 |    |17.14|  0.000|8|0|9|2|0|0|0
34833|2MASX J23320095+4442320|353.00412 |  44.70886 |G|  4734| 0.015791 |    |11.5K|  0.000|1|0|9|0|1|2|1
34834|GALEXASC J233202.56-331827.4  |353.01021 | -33.30831 |G|  4527| 0.015100 |    |17.91|  0.000|1|0|5|2|1|0|0
34835|UGC 12650|353.01058 |  32.42244 |G|  5076| 0.016932 |    |15.40|  0.000|32|0|29|5|5|6|0
34836|2MASX J23320506+0348466|353.02110 |   3.81295 |G|  5202| 0.017352 |    |17.39|  0.000|2|0|13|1|1|2|0
34837|2MASX J23320570+2528435|353.02375 |  25.47869 |G|  3718| 0.012402 |    |16.02|  0.000|15|1|14|0|2|2|0
34838|SDSS J233205.97+010707.3|353.02491 |   1.11871 |G|  5135| 0.017128 |    |17.5g|  0.000|6|0|44|3|2|8|0
34839|AGC 331198|353.03583 |  28.96056 |RadioS|  5512| 0.018386 |    |     |  0.000|1|0|0|0|1|0|0
34840|DEEP2 33041091|353.04230 |   0.24355 |G|  5502| 0.018354 |:   |23.3R|  0.000|3|0|0|0|0|0|0
34841|GALEXASC J233211.42-332109.1  |353.04754 | -33.35333 |G|  4527| 0.015100 |    |18.93|  0.000|2|0|5|2|1|0|0
34842|MRK 0536|353.05999 |   2.40941 |G|  3450| 0.011508 |    |15.20|  0.000|34|1|37|7|6|4|0
34843|GALEXASC J233214.26+250843.7  |353.06000 |  25.14500 |G|  4103| 0.013686 |    |     |  0.000|2|0|5|0|2|0|0
34844|UGC 12652|353.06696 |  44.96969 |G|  5711| 0.019050 |    |15.5 |  0.000|11|2|10|3|2|4|0
34845|FGC 2509|353.07150 |  -0.79778 |G|  5332| 0.017785 |    |19.1g|  0.000|12|0|25|3|1|4|0
34846|KUG 2329+035|353.08295 |   3.78760 |G|  5128| 0.017105 |    |16.3 |  0.000|4|0|4|0|1|0|0
34847|2dFGRS S811Z413|353.08883 | -41.55019 |G|  3212| 0.010715 |    |18.73|  0.000|1|0|1|2|1|0|0
34848|NGC 7691|353.10175 |  15.84783 |G|  4041| 0.013479 |    |13.9g|  0.000|55|0|47|6|9|13|0
34849|SDSS J233225.25-005049.2|353.10525 |  -0.84700 |G|  5267| 0.017569 |    |15.9g|  0.000|9|0|44|4|3|8|0
34850|DEEP2 33040126|353.11047 |   0.27539 |G|  4005| 0.013359 | ?  |23.6R|  0.000|4|0|0|0|0|0|0
34851|SDSS J233228.30+142411.6|353.11796 |  14.40325 |G|  4185| 0.013960 |    |18.1g|  0.000|6|0|29|1|3|4|0
34852|LDCE 1584|353.12000 |  44.80500 |GTrpl|  4679| 0.015607 |    |     |  0.000|1|0|0|0|1|0|0
34853|UGC 12655|353.12108 |  23.93106 |G|  5177| 0.017269 |    |13.84|  0.000|33|3|27|3|8|7|0
34854|UGC 12653|353.12483 |  14.81684 |G|  4035| 0.013459 |    |14.87|  0.000|21|0|31|3|7|11|0
34855|2MASX J23323038-2038408|353.12667 | -20.64464 |G|  4216| 0.014063 |    |15.82|  0.000|4|0|10|2|1|2|0
34856|AGC 333549|353.13542 |  29.66639 |RadioS|  3813| 0.012719 |    |     |  0.000|1|0|0|0|1|0|0
34857|CGCG 407-004|353.14406 |   6.85060 |G|  3617| 0.012065 |    |15.0 |  0.000|8|0|14|3|2|4|0
34858|SDSS J233235.83-004414.0|353.14929 |  -0.73724 |G|  5162| 0.017217 |    |17.5g|  0.000|4|0|44|3|1|8|0
34859|UGC 12657|353.18121 |  29.46075 |G|  5595| 0.018663 |    |14.24|  0.000|24|0|21|4|7|6|0
34860|UGC 12659|353.18300 |  -1.78339 |G|  5255| 0.017529 |    |15.50|  0.000|20|2|19|4|1|6|0
34861|NGC 7692|353.19483 |  -5.59689 |G|  5247| 0.017502 |    |14.80|  0.000|16|0|26|2|2|3|0
34862|GALEXASC J233247.06+251816.7  |353.19625 |  25.30417 |G|  4082| 0.013616 |    |     |  0.000|2|0|5|0|2|0|0
34863|2MFGC 17673|353.22663 | -57.92406 |G|  3153| 0.010517 |    |15.22|  0.000|5|0|14|2|1|2|0
34864|SDSS J233256.32+135844.5|353.23467 |  13.97906 |G|  3967| 0.013232 |    |20.0g|  0.000|5|0|28|1|3|4|0
34865|SDSS J233259.32+004318.7|353.24719 |   0.72191 |G|  5199| 0.017341 |    |16.5g|  0.000|7|0|47|3|2|8|0
34866|KUG 2330+159|353.28388 |  16.20597 |G|  5170| 0.017245 |    |15.3 |  0.000|20|0|18|3|5|2|0
34867|IC 5329|353.28996 |  21.23731 |G|  5789| 0.019310 |    |15.42|  0.000|29|1|30|4|7|7|0
34868|2MASX J23331223-6034201|353.30096 | -60.57225 |G|  4445| 0.014827 |    |14.40|  0.000|7|0|18|3|1|2|0
34869|CGCG 476-066|353.30354 |  26.87108 |G|  3691| 0.012312 |    |15.17|  0.000|16|1|20|2|6|4|0
34870|IC 5328A|353.30760 | -45.02392 |G|  3551| 0.011845 |    |14.65|  0.000|11|4|8|2|2|11|0
34871|HDCE 1245|353.31708 |  15.74722 |GGroup|  4043| 0.013486 |    |     |  0.000|1|0|0|0|1|0|0
34872|IC 5328|353.31858 | -45.01597 |G|  3137| 0.010464 |    |12.34|  0.000|92|7|36|2|9|17|0
34873|AGC 333294|353.32086 |  24.37907 |G|  5710| 0.019046 |    |16.5E|  0.000|3|0|1|0|2|0|0
34874|DEEP2 33044863|353.32483 |   0.31381 |G|  5054| 0.016858 |:   |23.9R|  0.000|3|0|0|0|0|0|0
34875|2dFGRS S881Z047|353.32592 | -18.44481 |G|  4497| 0.015000 |    |18.88|  0.000|1|0|1|2|1|0|0
34876|MCG +01-60-003|353.34713 |   4.38744 |G|  5814| 0.019394 |    |16   |  0.000|8|0|7|1|3|2|0
34877|HIPASS J2333-63|353.35292 | -63.07778 |G|  4488| 0.014971 |    |     |  0.000|1|0|1|0|1|0|0
34878|IC 5331|353.35342 |  21.13006 |G|  5726| 0.019100 |    |15.00|  0.000|23|1|30|3|7|7|0
34879|KUG 2330+253B|353.35875 |  25.65047 |G|  3717| 0.012399 |    |15.13|  0.000|27|1|21|4|6|6|0
34880|UGC 12661 NOTES01|353.35888 |  -1.96706 |G|  5094| 0.016992 |    |16   |  0.000|6|0|18|2|1|3|0
34881|CGCG 432-002|353.36258 |  14.33523 |G|  5804| 0.019360 |    |14.9g|  0.000|23|0|62|7|6|10|0
34882|UGC 12661|353.36996 |  -1.98369 |G|  5203| 0.017355 |    |15.0 |  0.000|15|0|23|3|3|6|1
34883|2MASX J23333097-4234404|353.37908 | -42.57792 |G|  3163| 0.010551 |    |15.49|  0.000|3|0|10|2|1|2|0
34884|AGC 333405|353.38333 |  30.21611 |RadioS|  3762| 0.012549 |    |     |  0.000|1|0|0|0|1|0|0
34885|GALEXASC J233337.64+261425.6  |353.40708 |  26.24056 |G|  3687| 0.012299 |    |     |  0.000|2|0|5|0|2|0|0
34886|UGC 12665|353.41108 |  30.03897 |G|  5375| 0.017929 |    |15.1 |  0.000|29|2|14|1|10|5|0
34887|UGC 12666|353.42104 |  32.38419 |G|  4991| 0.016648 |    |14.36|  0.000|37|0|28|5|7|7|0
34888|MCG -01-60-005|353.43525 |  -3.08042 |G|  5225| 0.017429 |    |15.9R|  0.000|13|1|7|2|3|4|0
34889|AGC 331202|353.44000 |  28.98111 |RadioS|  5555| 0.018529 |    |     |  0.000|1|0|0|0|1|0|0
34890|2MASX J23334688-2135516|353.44533 | -21.59775 |G|  4443| 0.014820 |    |16.26|  0.000|4|0|14|2|1|2|0
34891|2MASX J23334910+2411272|353.45471 |  24.19092 |G|  5607| 0.018703 |    |16.3E|  0.000|11|0|22|2|3|2|0
34892|UGC 12667|353.45533 |  30.06039 |G|  3797| 0.012665 |    |13.54|  0.000|50|1|26|6|12|7|0
34893|NGC 7696|353.45879 |   4.87081 |G|  5690| 0.018980 |    |14.8 |  0.000|14|0|22|4|3|3|0
34894|CGCG 533-012|353.46150 |  45.17453 |G|  4791| 0.015981 |    |15.7 |  0.000|9|0|15|3|0|2|0
34895|UGC 12669|353.49288 |  44.68000 |G|  4541| 0.015147 |    |14.8 |  0.000|19|0|18|3|4|7|0
34896|IC 5328B|353.49482 | -45.20967 |G|  3090| 0.010308 |    |14.99|  0.000|18|4|21|3|5|14|0
34897|MCG -02-60-001|353.50072 | -11.78279 |G|  3448| 0.011501 |    |15   |  0.000|7|0|21|2|1|4|0
34898|LDCE 1585|353.50542 |   4.77000 |GGroup|  5692| 0.018986 |    |     |  0.000|1|0|0|0|1|0|0
34899|2dFGRS S881Z029|353.52549 | -18.30330 |G|  4527| 0.015100 |    |16.21|  0.000|3|0|1|3|1|0|0
34900|DEEP2 33023860|353.54202 |   0.14196 |G|  4640| 0.015478 | ?  |23.6R|  0.000|3|0|0|0|0|0|0
34901|GALEXASC J233410.59-263624.5  |353.54375 | -26.60753 |G|  3538| 0.011800 |    |19.35|  0.000|2|0|5|2|1|0|0
34902|KUG 2331+040|353.56583 |   4.29225 |G|  5821| 0.019417 |    |16.0:|  0.000|3|1|13|0|1|2|0
34903|MRK 0537|353.59869 |   4.97764 |G|  5850| 0.019513 |    |15.2 |  0.000|16|0|23|4|5|2|0
34904|MCG -02-60-002|353.59871 | -11.65803 |G|  3505| 0.011691 |    |15.00|  0.000|12|0|26|2|3|4|0
34905|NGC 7699|353.61262 |  -2.89944 |G|  5481| 0.018283 |    |15.95|  0.000|6|0|19|1|1|2|0
34906|GALEXASC J233427.09+235411.4  |353.61292 |  23.90278 |G|  5603| 0.018690 |    |16.7E|  0.000|6|0|4|0|0|0|0
34907|ESO 077- G 023|353.61437 | -70.63153 |G|  3893| 0.012986 |    |13.99|  0.000|17|1|30|6|5|16|0
34908|NGC 7700|353.62621 |  -2.95367 |G|  5246| 0.017499 |    |15.05|  0.000|18|1|17|2|4|6|0
34909|NGC 7701|353.63125 |  -2.85428 |G|  5336| 0.017799 |    |14.36|  0.000|16|0|18|0|3|4|0
34910|ESO 347- G 023|353.63345 | -39.53365 |G|  3028| 0.010100 |    |16.38|  0.000|5|0|16|2|2|12|0
34911|USGC S290|353.64125 |  -2.98694 |GTrpl|  5256| 0.017532 |    |     |  0.000|1|0|0|0|0|0|0
34912|GALEXASC J233435.10-543228.4  |353.64572 | -54.54116 |G|  5996| 0.020000 |PHOT|19.82|  0.000|1|0|11|1|1|0|0
34913|UGC 12673|353.64804 |  15.15742 |G|  4333| 0.014452 |    |16.5g|  0.000|27|1|33|4|6|7|0
34914|KUG 2332+236|353.64963 |  23.89344 |G|  5615| 0.018730 |    |16.5:|  0.000|7|1|13|1|0|2|0
34915|UGC 12675|353.65958 |  23.22442 |G|  3036| 0.010127 |    |15.71|  0.000|24|0|22|3|2|5|0
34916|IC 1501|353.66692 |  -3.15283 |G|  5225| 0.017429 |    |14.5 |  0.000|31|0|27|2|4|5|0
34917|UZC-CG 289|353.67083 |   4.90667 |GGroup|  5696| 0.019000 |    |     |  0.000|1|0|0|0|0|0|0
34918|GALEXASC J233441.98-560616.6  |353.67584 | -56.10478 |VisS|  5996| 0.020000 |PHOT|20.1g|  0.000|1|0|10|0|1|0|0
34919|ESO 291- G 032|353.67975 | -46.20464 |G|  3117| 0.010397 |    |15.00|  0.000|6|0|23|3|2|16|0
34920|GALEXASC J233444.46+125557.1  |353.68458 |  12.93167 |G|  3838| 0.012802 |    |16.8 |  0.000|5|0|5|0|0|0|0
34921|KUG 2332+136|353.68687 |  13.94428 |G|  5167| 0.017235 |    |16.8g|  0.000|9|0|28|2|2|4|0
34922|ESO 077- G 024|353.68700 | -67.53756 |G|  4059| 0.013539 |    |15.81|  0.000|4|1|21|3|1|16|0
34923|GALEXASC J233445.23+235817.8  |353.68750 |  23.97083 |G|  5564| 0.018559 |    |     |  0.000|6|0|4|0|1|0|0
34924|NGC 7703|353.69529 |  16.07578 |G|  4062| 0.013549 |    |14.41|  0.000|28|0|16|2|4|7|0
34925|UGC 12677|353.70042 |  16.85278 |G|  4167| 0.013900 |    |15.14|  0.000|16|1|8|3|6|4|1
34926|PPS2 035|353.71299 |   4.96321 |GGroup|  5574| 0.018593 |    |     |  0.000|1|0|0|0|0|0|0
34927|NGC 7707|353.71416 |  44.30406 |G|  5544| 0.018493 |    |14.4 |  0.000|15|0|11|4|3|7|0
34928|HDCE 1246|353.72292 |   4.98694 |GGroup|  5705| 0.019030 |    |     |  0.000|1|0|0|0|1|0|0
34929|NGC 7704|353.75428 |   4.89753 |G|  5721| 0.019083 |    |14.40|  0.000|18|1|17|3|2|6|0
34930|NGC 7705|353.76051 |   4.80381 |G|  5647| 0.018836 |    |15.4 |  0.000|13|0|13|3|3|2|1
34931|IRAS  23325+1723|353.77397 |  17.67517 |G|  4707| 0.015700 |    |15.30|  0.000|4|1|4|2|0|0|0
34932|2MASX J23350650-6639523|353.77696 | -66.66461 |G|  4898| 0.016338 |    |17.18|  0.000|0|0|14|1|1|2|0
34933|NGC 7706|353.79354 |   4.96419 |G|  5634| 0.018793 |    |14.24|  0.000|20|1|19|2|2|7|0
34934|LCRS B233229.3-445050|353.79495 | -44.57034 |G|  3172| 0.010581 |    |16.7r|  0.000|2|0|5|1|1|0|0
34935|UGC 12685|353.80785 |   0.04165 |G|  5288| 0.017639 |    |16.0 |  0.000|17|0|20|3|1|9|0
34936|GALEXASC J233515.21-310050.3  |353.81354 | -31.01422 |G|  4617| 0.015400 |:   |19.44|  0.000|2|0|5|2|1|0|0
34937|GALEX 2671560376468897879|353.82123 | -55.63557 |VisS|  2998| 0.010000 |PHOT|17.4R|  0.000|2|0|14|0|1|0|0
34938|ESO 605- G 011|353.83100 | -17.42231 |G|  4444| 0.014824 |    |15.24|  0.000|16|2|23|3|8|17|0
34939|ESO 291- G 034|353.84244 | -42.89225 |G|  3204| 0.010688 |    |15.17|  0.000|4|0|11|4|1|12|0
34940|GALEXASC J233523.19-394504.9  |353.84692 | -39.75144 |G|  5620| 0.018746 |    |19.2b|  0.000|0|0|4|0|1|0|0
34941|UGC 12688|353.85924 |   7.32223 |G|  5229| 0.017442 |    |14.27|  0.000|52|5|45|5|7|9|0
34942|NGC 7702|353.87033 | -56.01228 |G|  3231| 0.010777 |    |13.08|  0.000|44|5|62|4|5|17|0
34943|LDCE 1586|353.87833 |  -3.43611 |GGroup|  5479| 0.018276 |    |     |  0.000|1|0|0|0|1|0|0
34944|GALEX 2671560376468899604|353.88208 | -55.21587 |VisS|  5996| 0.020000 |PHOT|18.1R|  0.000|2|0|14|0|1|0|0
34945|UGC 12689|353.88454 |   5.21464 |G|  5777| 0.019270 |    |14.42|  0.000|27|1|26|5|5|7|0
34946|NGC 7711|353.91406 |  15.30198 |G|  4057| 0.013533 |    |13.1g|  0.000|51|1|47|4|4|12|0
34947|UGC 12693|353.93179 |  32.38508 |G|  4957| 0.016535 |    |15.44|  0.000|34|0|19|3|3|7|0
34948|IC 5335|353.94738 | -67.39697 |G|  3867| 0.012899 |    |15.06|  0.000|9|2|20|5|1|16|0
34949|NGC 7712|353.96517 |  23.61875 |G|  3053| 0.010184 |    |13.74|  0.000|53|0|31|6|7|6|0
34950|GALEXASC J233551.90-555434.1  |353.96606 | -55.90948 |VisS|  5996| 0.020000 |PHOT|19.9g|  0.000|1|0|10|0|1|0|0
34951|GALEXASC J233556.08+251838.9  |353.98417 |  25.30944 |G|  5059| 0.016875 |    |     |  0.000|2|0|5|0|2|0|0
34952|PRC B-24|353.98963 | -16.65520 |G|  4483| 0.014954 |    |15.92|  0.000|6|1|15|2|1|2|0
34953|UGC 12697|354.00554 |  35.93192 |G|  5207| 0.017369 |    |17.  |  0.000|13|0|8|3|5|3|0
34954|MCG +07-48-013|354.01063 |  44.13128 |G|  5123| 0.017088 |    |16.5 |  0.000|4|0|9|1|1|4|0
34955|USGC U850|354.01583 |   4.87972 |GGroup|  5756| 0.019200 |    |     |  0.000|1|0|0|0|0|0|0
34956|AGC 333409|354.02625 |  31.08111 |RadioS|  4750| 0.015844 |    |     |  0.000|1|0|0|0|1|0|0
34957|SDSS J233608.52+154437.6|354.03562 |  15.74350 |G|  4026| 0.013429 |    |     |  0.000|3|0|20|1|3|3|0
34958|GALEXASC J233612.76-543330.5  |354.05215 | -54.55831 |VisS|  5996| 0.020000 |PHOT|20.5g|  0.000|1|0|10|0|1|0|0
34959|ESO 148- G 020|354.08640 | -57.62934 |G|  3207| 0.010696 |    |15.26|  0.000|17|1|18|4|3|14|0
34960|MCG -01-60-011|354.12444 |  -4.90874 |G|  5817| 0.019402 |    |14.5 |  0.000|14|0|28|3|3|6|0
34961|UGC 12705|354.15473 |  14.15728 |G|  3971| 0.013246 |    |15.6g|  0.000|48|1|68|3|7|15|0
34962|LSBC F678-01|354.19000 |  17.61500 |G|  4184| 0.013956 |    |17.06|  0.000|4|0|0|0|0|0|0
34963|CGCG 407-021|354.25524 |   4.93637 |G|  5684| 0.018960 |    |15.5 |  0.000|10|0|13|3|3|4|0
34964|KUG 2334+046A|354.28239 |   4.95240 |GPair|  5721| 0.019083 |    |15.5 |  0.000|4|1|3|0|1|0|0
34965|NGC 7713A|354.28454 | -37.71414 |G|  3002| 0.010014 |    |12.98|  0.000|24|3|30|4|7|19|0
34966|MCG -01-60-014|354.29454 |  -3.72544 |G|  5373| 0.017922 |    |14.06|  0.000|11|0|21|1|2|3|0
34967|CGCG 533-015|354.30304 |  44.15803 |G|  4883| 0.016288 |    |15.2 |  0.000|8|0|10|3|2|3|0
34968|AGC 333410|354.30375 |  31.45472 |RadioS|  4754| 0.015858 |    |     |  0.000|1|0|0|0|1|0|0
34969|V Zw 418|354.30867 |  49.55692 |GPair|  5993| 0.019990 |    |15.0 |  0.000|9|1|9|3|3|0|0
34970|V Zw 418 NED01|354.30896 |  49.55694 |G|  5900| 0.019680 |    |9.85K|  0.000|3|0|10|1|1|2|0
34971|CGCG 407-023 NED02|354.33114 |   4.88171 |G|  5205| 0.017362 |    |15   |  0.000|5|0|16|3|1|4|0
34972|CGCG 407-023|354.33417 |   4.89306 |GPair|  5189| 0.017309 |    |15.0 |  0.000|3|0|5|3|1|0|1
34973|KUG 2334+046B|354.33721 |   4.90489 |G|  5197| 0.017335 |    |16   |  0.000|7|1|9|2|1|4|1
34974|LSBC F894-02|354.33729 |   1.93271 |G|  5263| 0.017555 |    |     |  0.000|1|0|0|0|0|0|0
34975|RASSCALS SRGb 041|354.37333 |   4.68278 |GGroup|  5806| 0.019367 |    |     |  0.000|1|0|0|0|0|0|0
34976|GALEXASC J233731.01-321526.8  |354.37946 | -32.25747 |G|  4558| 0.015204 |    |16.60|  0.000|4|0|5|2|2|0|0
34977|V Zw 419|354.39442 |  44.14152 |G|  5461| 0.018216 |    |17   |  0.000|5|1|9|1|1|4|0
34978|KUG 2335+148|354.40445 |  15.14082 |G|  4124| 0.013756 |    |18.9g|  0.000|7|0|43|3|3|8|0
34979|NGC 7717|354.43196 | -15.11850 |G|  3468| 0.011568 |    |13.83|  0.000|15|1|14|1|3|5|0
34980|ESO 240- G 010|354.43383 | -47.50570 |G|  3302| 0.011014 |    |12.6 |  0.000|41|2|31|3|6|16|0
34981|MCG -01-60-015|354.46729 |  -3.49072 |G|  5494| 0.018326 |    |14.58|  0.000|18|0|25|3|2|5|0
34982|ESO 536- G 011|354.48571 | -26.26819 |G|  3392| 0.011314 |    |15.03|  0.000|10|1|15|4|3|5|0
34983|GALEXASC J233758.76-542315.5  |354.49568 | -54.38799 |G|  4110| 0.013709 |    |16.41|  0.000|4|0|5|3|2|0|0
34984|UGC 12711|354.49679 |  31.99517 |G|  4983| 0.016621 |    |14.15|  0.000|36|2|28|8|10|6|0
34985|CGCG 407-028|354.51423 |   7.47022 |G|  5174| 0.017259 |    |15.6 |  0.000|6|0|13|1|1|3|1
